"","phylum","gene","description"
"994","firmicutes","FIG00645074","FIG00514608: hypothetical protein"
"995","firmicutes","FIG00645073","FIG00645074: hypothetical protein"
"996","firmicutes","FIG00645338","FIG00645339: hypothetical protein"
"997","firmicutes","FIG00905930","Glycerol-3-phosphate-binding protein"
"998","firmicutes","FIG00520501","FIG00520514: hypothetical protein"
"999","firmicutes","FIG01417368","FIG00514075: hypothetical protein"
"1000","firmicutes","FIG00746456","FIG00746459: hypothetical protein"
"1001","firmicutes","FIG01209965","Transmembrane protein"
"1002","firmicutes","FIG00630823","FIG00630825: hypothetical protein"
"1003","firmicutes","FIG00754127","Trk system potassium uptake protein trkA"
"1004","firmicutes","FIG01032003","FIG01032004: hypothetical protein"
"1005","firmicutes","FIG01032005","FIG01032007: hypothetical protein"
"1006","firmicutes","FIG00646896","FIG00646897: hypothetical protein"
"1007","firmicutes","FIG00646897","FIG00646898: hypothetical protein"
"1008","firmicutes","FIG00646894","FIG00646896: hypothetical protein"
"1009","firmicutes","FIG00646893","FIG00646894: hypothetical protein"
"1010","firmicutes","FIG00004335","Membrane-bound lytic murein transglycosylase B precursor (EC 3.2.1.-)"
"1011","firmicutes","FIG01664643","prepilin peptidase CpaA"
"1012","firmicutes","FIG00517671","FIG00517673: hypothetical protein"
"1013","firmicutes","FIG01318444","VrlI homologue"
"1014","firmicutes","FIG00003301","Flp pilus assembly protein RcpC/CpaB"
"1015","firmicutes","FIG01020145","FIG01020148: hypothetical protein"
"1016","firmicutes","FIG00516693","Spore cortex-lytic enzyme precursor"
"1017","firmicutes","FIG01650869","peptidylarginine deiminase"
"1018","firmicutes","FIG00514690","FIG00514691: hypothetical protein"
"1019","firmicutes","FIG00521857","FIG00521858: hypothetical protein"
"1020","firmicutes","FIG01032174","FIG01032175: hypothetical protein"
"1021","firmicutes","FIG01114284","FIG01114286: hypothetical protein"
"1022","firmicutes","FIG00752267","FIG00752269: hypothetical protein"
"1023","firmicutes","FIG01019933","FIG00521985: hypothetical protein"
"1024","firmicutes","FIG01032218","FIG01032219: hypothetical protein"
"1025","firmicutes","FIG00530357","Possible surface protein, responsible for cell interaction; contains cell adhesion domain and ChW-repeats"
"1026","firmicutes","FIG00530358","FIG00530360: hypothetical protein"
"1027","firmicutes","FIG00646917","FIG00646919: hypothetical protein"
"1028","firmicutes","FIG01049310","Type II restriction enzyme, methylase subunits"
"1029","firmicutes","FIG01031897","FIG01031898: hypothetical protein"
"1030","firmicutes","FIG01031896","Anti-sigma F factor (EC 2.7.11.1)"
"1031","firmicutes","FIG01031890","FIG01031891: hypothetical protein"
"1032","firmicutes","FIG00532867","FIG00532870: hypothetical protein"
"1033","firmicutes","FIG00519490","FIG00519491: hypothetical protein"
"1034","firmicutes","FIG01444904",NA
"1035","firmicutes","FIG00752060","FIG00752061: hypothetical protein"
"1036","firmicutes","FIG01378576","putative AIP processing-secretion protein"
"1037","firmicutes","FIG01020329","FIG01020332: hypothetical protein"
"1038","firmicutes","FIG01340816","conserved membrane-spanning protein"
"1039","firmicutes","FIG01197604","FIG01197606: hypothetical protein"
"1040","firmicutes","FIG01197602","FIG01197603: hypothetical protein"
"1041","firmicutes","FIG01032538","FIG01032539: hypothetical protein"
"1042","firmicutes","FIG00646979","FIG00646981: hypothetical protein"
"1043","firmicutes","FIG01323436","MutT/nudix family protein"
"1044","firmicutes","FIG00533097","FIG00533099: hypothetical protein"
"1045","firmicutes","FIG00647140","FIG00647143: hypothetical protein"
"1046","firmicutes","FIG00617355","FIG00617356: hypothetical protein"
"1047","firmicutes","FIG00523058","FIG00523062: hypothetical protein"
"1048","firmicutes","FIG01271998","Possible hypoxanthine oxidase XdhD (EC 1.-.-.-)"
"1049","firmicutes","FIG00520659",NA
"1050","firmicutes","FIG01114368","Mycobacterial persistence regulator MprA (Two component response transcriptional regulatory protein)"
"1051","firmicutes","FIG00748190","FIG00748193: hypothetical protein"
"1052","firmicutes","FIG01431720","Uncharacterized protein HP_0190"
"1053","firmicutes","FIG00632928","polysaccharide lyase, family 8"
"1054","firmicutes","FIG01032080","FIG01032082: hypothetical protein"
"1055","firmicutes","FIG01032086","membrane protein, Rhomboid family"
"1056","firmicutes","FIG01032089","FIG01032090: hypothetical protein"
"1057","firmicutes","FIG00672308","narrowly conserved hypothetical protein"
"1058","firmicutes","FIG00135232","Galactose permease"
"1059","firmicutes","FIG01357014","FIG01032573: hypothetical protein"
"1060","firmicutes","FIG01670306","isochorismatase hydrolase"
"1061","firmicutes","FIG00002387","Phosphatidylglycerophosphatase B (EC 3.1.3.27)"
"1062","firmicutes","FIG00520359","FIG00520360: hypothetical protein"
"1063","firmicutes","FIG00514496","Six-cysteine peptide SCIFF"
"1064","firmicutes","FIG00590380","FIG00590384: hypothetical protein"
"1065","firmicutes","FIG00514618",NA
"1066","firmicutes","FIG00000959","Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)"
"1067","firmicutes","FIG00136922","Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)"
"1068","firmicutes","FIG01521036","FIG00645100: hypothetical protein"
"1069","firmicutes","FIG00641007","FIG00641009: hypothetical protein"
"1070","firmicutes","FIG00617494","FIG00617496: hypothetical protein"
"1071","firmicutes","FIG00617496","FIG00617497: hypothetical protein"
"1072","firmicutes","FIG00528563","FIG00528570: hypothetical protein"
"1073","firmicutes","FIG01407382","Conserved membrane protein, possible homolog of CAAX-like membrane endopeptidase"
"1074","firmicutes","FIG01032358","FIG01032359: hypothetical protein"
"1075","firmicutes","FIG01265183","Stage III sporulation protein AG"
"1076","firmicutes","FIG00523622","FIG00523624: hypothetical protein"
"1077","firmicutes","FIG00520599","FIG00520602: hypothetical protein"
"1078","firmicutes","FIG01428595","putative Cap64-like protein"
"1079","firmicutes","FIG00617510","FIG00617511: hypothetical protein"
"1080","firmicutes","FIG01197662","acyltransferase 3"
"1081","firmicutes","FIG00629879","Protein of unknown function DUF58"
"1082","firmicutes","FIG01032291","FIG00515997: hypothetical protein"
"1083","firmicutes","FIG01032293","FIG01032294: hypothetical protein"
"1084","firmicutes","FIG01032296","FIG01032297: hypothetical protein"
"1085","firmicutes","FIG01032298",NA
"1086","firmicutes","FIG01032299","FIG00518941: hypothetical protein"
"1087","firmicutes","FIG00512804","FIG00512805: hypothetical protein"
"1088","firmicutes","FIG01197089","FIG01197090: hypothetical protein"
"1089","firmicutes","FIG01243190","FIG01243195: hypothetical protein"
"1090","firmicutes","FIG00000750","Aspartyl-tRNA synthetase (EC 6.1.1.12)"
"1091","firmicutes","FIG00003484","Lactaldehyde reductase (EC 1.1.1.77)"
"1092","firmicutes","FIG01031850","FIG01031853: hypothetical protein"
"1093","firmicutes","FIG00516133","FIG00516135: hypothetical protein"
"1094","firmicutes","FIG01833622","transport system permease protein:ABC-3"
"1095","firmicutes","FIG00645171","FIG00645173: hypothetical protein"
"1096","firmicutes","FIG00018897","Sulfate transport system permease protein CysT"
"1097","firmicutes","FIG01473109","restriction endonuclease-related protein"
"1098","firmicutes","FIG00531124","FIG00531128: hypothetical protein"
"1099","firmicutes","FIG01246221","FIG01246228: hypothetical protein"
"1100","firmicutes","FIG01196846","FIG01196847: hypothetical protein"
"1101","firmicutes","FIG00617267","FIG00645278: hypothetical protein"
"1102","firmicutes","FIG00518864","FIG00518865: hypothetical protein"
"1103","firmicutes","FIG01315706","putative phosphoesterase CT488"
"1104","firmicutes","FIG01161941","Modification methylase PstI (EC 2.1.1.72)"
"1105","firmicutes","FIG00665744","putative ATP-dependent helicase"
"1106","firmicutes","FIG00906369","Haloacid dehalogenase domain protein hydrolase, type 3"
"1107","firmicutes","FIG00732265","L(+)-tartrate dehydratase alpha subunit (EC 4.2.1.32)"
"1108","firmicutes","FIG01032319","FIG01032320: hypothetical protein"
"1109","firmicutes","FIG01032311","FIG01032313: hypothetical protein"
"1110","firmicutes","FIG01032313","FIG01032314: hypothetical protein"
"1111","firmicutes","FIG01691690","Negative regulator of genetic competence sporulation and motility-like"
"1112","firmicutes","FIG01425331","Ribosomal protein L1"
"1113","firmicutes","FIG01366180","fliB domain protein"
"1114","firmicutes","FIG00829696","transcriptional repressor, CopY family"
"1115","firmicutes","FIG01020127","FIG01020128: hypothetical protein"
"1116","firmicutes","FIG01020128","FIG01020129: hypothetical protein"
"1117","firmicutes","FIG01031754","FIG01031755: hypothetical protein"
"1118","firmicutes","FIG01031755","FIG01031762: hypothetical protein"
"1119","firmicutes","FIG01031753","FIG00516527: hypothetical protein"
"1120","firmicutes","FIG00002890","Arabinose operon regulatory protein"
"1121","firmicutes","FIG00526561","FIG00526562: hypothetical protein"
"1122","firmicutes","FIG00520373","FIG00520374: hypothetical protein"
"1123","firmicutes","FIG01712842","FIG01020056: hypothetical protein"
"1124","firmicutes","FIG00523760","FIG00523766: hypothetical protein"
"1125","firmicutes","FIG00531086","main capsid protein Gp34"
"1126","firmicutes","FIG01563210","RumR protein"
"1127","firmicutes","FIG01953992","Ribosomal silencing factor RsfA (former Iojap)"
"1128","firmicutes","FIG00464412","Putative bacteriophage protein"
"1129","firmicutes","FIG01020241","FIG01020243: hypothetical protein"
"1130","firmicutes","FIG01020243","FIG01020244: hypothetical protein"
"1131","firmicutes","FIG01020246","FIG01020249: hypothetical protein"
"1132","firmicutes","FIG01368020","Aminopeptidase"
"1133","firmicutes","FIG01534397","FIG00528181: hypothetical protein"
"1134","firmicutes","FIG01117765","FIG01117768: hypothetical protein"
"1135","firmicutes","FIG01288836","ABC-type antimicrobial peptide transport system, ATPase component"
"1136","firmicutes","FIG01586027","FIG01032523: hypothetical protein"
"1137","firmicutes","FIG01020054","FIG01020055: hypothetical protein"
"1138","firmicutes","FIG01229183","FIG01229184: hypothetical protein"
"1139","firmicutes","FIG00517054","two-component system response regulator"
"1140","firmicutes","FIG00513774","transcriptional regulator (AraC/XylS family)"
"1141","firmicutes","FIG00632493","FIG00632498: hypothetical protein"
"1142","firmicutes","FIG01390225","Phosphotransferase system, HPr-related proteins"
"1143","firmicutes","FIG00092725","Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits"
"1144","firmicutes","FIG01197577",NA
"1145","firmicutes","FIG00754221","FIG00754600: hypothetical protein"
"1146","firmicutes","FIG00515964","FIG00515965: hypothetical protein"
"1147","firmicutes","FIG01544490","RLX protein"
"1148","firmicutes","FIG00647062","FIG00647063: hypothetical protein"
"1149","firmicutes","FIG00007328","Sortase A, LPXTG specific"
"1150","firmicutes","FIG00017582","HNH endonuclease family protein"
"1151","firmicutes","FIG00529654","FIG00529655: hypothetical protein"
"1152","firmicutes","FIG00771643","FIG00771650: hypothetical protein"
"1153","firmicutes","FIG00747779","acetyl esterase family enzyme"
"1154","firmicutes","FIG00526317","FIG00526319: hypothetical protein"
"1155","firmicutes","FIG00521643","FIG00521647: hypothetical protein"
"1156","firmicutes","FIG01956208","4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39)"
"1157","firmicutes","FIG01032163","FIG01032165: hypothetical protein"
"1158","firmicutes","FIG01032160","FIG01032163: hypothetical protein"
"1159","firmicutes","FIG00512884","FIG00512885: hypothetical protein"
"1160","firmicutes","FIG00512886","Phage-like element pbsx protein xkdT"
"1161","firmicutes","FIG01019949","FIG01019950: hypothetical protein"
"1162","firmicutes","FIG00590046","FIG00590048: hypothetical protein"
"1163","firmicutes","FIG00494052","DNA methyltransferase"
"1164","firmicutes","FIG01032599","FIG01032600: hypothetical protein"
"1165","firmicutes","FIG00002177","N-acetylglucosamine-6P-responsive transcriptional repressor NagC, ROK family"
"1166","firmicutes","FIG00006699","CRISPR-associated protein, Csm1 family"
"1167","firmicutes","FIG00671975","FIG00671976: hypothetical protein"
"1168","firmicutes","FIG00015476","Stage III sporulation protein D"
"1169","firmicutes","FIG01613226","N-acetylmuramoyl-L-alanine amidase"
"1170","firmicutes","FIG01421429","Protein containing cell adhesion domain"
"1171","firmicutes","FIG01031840","FIG01031841: hypothetical protein"
"1172","firmicutes","FIG01031841","Stage III sporulation protein AB"
"1173","firmicutes","FIG00645149","FIG00645151: hypothetical protein"
"1174","firmicutes","FIG00645142","FIG00645143: hypothetical protein"
"1175","firmicutes","FIG00645147","FIG00645149: hypothetical protein"
"1176","firmicutes","FIG01032495","FIG01032496: hypothetical protein"
"1177","firmicutes","FIG00590494","FIG00590496: hypothetical protein"
"1178","firmicutes","FIG00144025","Teichoic acid glycosylation protein"
"1179","firmicutes","FIG00094132","Hypothetical SAV0801 homolog in superantigen-encoding pathogenicity islands SaPI"
"1180","firmicutes","FIG00008507","Endopeptidase spore protease Gpr (EC 3.4.24.78)"
"1181","firmicutes","FIG01496509","Possible beta-xylosidase, family 43 of glycosyl hydrolases"
"1182","firmicutes","FIG01304034","Oxaloacetate decarboxylase beta chain (EC 4.1.1.3) @ Methylmalonyl-CoA decarboxylase, beta chain (EC 4.1.1.41)"
"1183","firmicutes","FIG01197709","Ethanolamine utilization protein EutN/carboxysome structural protein Ccml"
"1184","firmicutes","FIG00004180","Magnesium and cobalt transport protein CorA"
"1185","firmicutes","FIG01317133","23Sr RNA gene"
"1186","firmicutes","FIG01032396","FIG01032397: hypothetical protein"
"1187","firmicutes","FIG01032398","FIG01032401: hypothetical protein"
"1188","firmicutes","FIG00645305","FIG00645307: hypothetical protein"
"1189","firmicutes","FIG01325586","voltage-gated chloride channel"
"1190","firmicutes","FIG01337849","FIG00531460: hypothetical protein"
"1191","firmicutes","FIG00638714","FIG00638716: hypothetical protein"
"1192","firmicutes","FIG01443141","COG family: predicted transcriptional regulator"
"1193","firmicutes","FIG01197449","FIG01197451: hypothetical protein"
"1194","firmicutes","FIG00534781","FIG00534784: hypothetical protein"
"1195","firmicutes","FIG00448642","helicase, putative"
"1196","firmicutes","FIG00938786","FIG01057005: hypothetical protein"
"1197","firmicutes","FIG00447785",NA
"1198","firmicutes","FIG00513685","FIG00513686: hypothetical protein"
"1199","firmicutes","FIG01380136","UPF0332 protein MJ0605"
"1200","firmicutes","FIG00521083","FIG00521086: hypothetical protein"
"1201","firmicutes","FIG00553719","carbonic anhydrase, family 3"
"1202","firmicutes","FIG01032059","FIG01032060: hypothetical protein"
"1203","firmicutes","FIG01505716","FIG00624599: hypothetical protein"
"1204","firmicutes","FIG00514075","FIG00514076: hypothetical protein"
"1205","firmicutes","FIG00514072","Phage-like element PBSX protein xkdK"
"1206","firmicutes","FIG01020006","FIG00522739: hypothetical protein"
"1207","firmicutes","FIG01020005","FIG01020006: hypothetical protein"
"1208","firmicutes","FIG00046424","Capsular polysaccharide repeat unit transporter CpsL"
"1209","firmicutes","FIG00149366","FIG060329: MOSC domain protein"
"1210","firmicutes","FIG01903175","FIG01032038: hypothetical protein"
"1211","firmicutes","FIG01649079","Protein of unknown function DUF1021"
"1212","firmicutes","FIG00659306","integration host factor"
"1213","firmicutes","FIG01579162","Phage-like element PBSX protein xkdM"
"1214","firmicutes","FIG00638964","Baseplate assembly protein J"
"1215","firmicutes","FIG01019975","FIG01019976: hypothetical protein"
"1216","firmicutes","FIG00530142","FIG00530144: hypothetical protein"
"1217","firmicutes","FIG00517493","FIG00517494: hypothetical protein"
"1218","firmicutes","FIG01960218",NA
"1219","firmicutes","FIG01482787","FIG01020318: hypothetical protein"
"1220","firmicutes","FIG00750027","FIG00750032: hypothetical protein"
"1221","firmicutes","FIG00563726","HicB protein"
"1222","firmicutes","FIG01540159","Abortive infection protein AbiGI"
"1223","firmicutes","FIG00517318","FIG01118304: hypothetical protein"
"1224","firmicutes","FIG00517319",NA
"1225","firmicutes","FIG01497747","NusG antitermination factor"
"1226","firmicutes","FIG00001348","Thymidylate synthase thyX (EC 2.1.1.-)"
"1227","firmicutes","FIG00945504","Predicted rhamnose oligosaccharide ABC transport system, permease component 2"
"1228","firmicutes","FIG01032485","FIG01032486: hypothetical protein"
"1229","firmicutes","FIG01032487","FIG01032492: hypothetical protein"
"1230","firmicutes","FIG00001834","N-acetylmannosaminyltransferase (EC 2.4.1.187)"
"1231","firmicutes","FIG01226738","FIG01226739: hypothetical protein"
"1232","firmicutes","FIG01368473","general secretion pathway protein F"
"1233","firmicutes","FIG00617519","FIG00617520: hypothetical protein"
"1234","firmicutes","FIG00039969","CRISPR-associated protein, Csm5 family"
"1235","firmicutes","FIG00519443","FIG00519444: hypothetical protein"
"1236","firmicutes","FIG01344332","Thymidylate_kin, Thymidylate kinase"
"1237","firmicutes","FIG01754950","FIG00472484: hypothetical protein"
"1238","firmicutes","FIG01019997","FIG01019998: hypothetical protein"
"1239","firmicutes","FIG00521454","FIG00521457: hypothetical protein"
"1240","firmicutes","FIG01388999","late competence protein"
"1241","firmicutes","FIG01307565","Replication protein"
"1242","firmicutes","FIG00496374","Abortive infection protein"
"1243","firmicutes","FIG01032192","FIG01032193: hypothetical protein"
"1244","firmicutes","FIG00003672","Stage III sporulation protein AA"
"1245","firmicutes","FIG00181043","Pullulanase (EC 3.2.1.41)"
"1246","firmicutes","FIG00516451","sensory transduction protein kinase"
"1247","firmicutes","FIG00846920","Type II restriction enzyme NlaIV (EC 3.1.21.4)"
"1248","firmicutes","FIG01032562","FIG01032563: hypothetical protein"
"1249","firmicutes","FIG01032561","FIG01032562: hypothetical protein"
"1250","firmicutes","FIG01531311","Putative diguanylate cyclase (GGDEF domain)"
"1251","firmicutes","FIG00528191","FIG00528192: hypothetical protein"
"1252","firmicutes","FIG00003881","RNA polymerase sporulation specific sigma factor SigG"
"1253","firmicutes","FIG00645025","MobA/MobL protein"
"1254","firmicutes","FIG01029108","regulatory protein, LysR"
"1255","firmicutes","FIG01230199","Phage repressor protein"
"1256","firmicutes","FIG01791940","xylose operon regulator"
"1257","firmicutes","FIG00149470","Iron-sulfur cluster assembly scaffold protein IscU/NifU-like"
"1258","firmicutes","FIG01234439","RS21-C6-like protein (RS21-C6 protein)"
"1259","firmicutes","FIG01852603","FIG00380996: hypothetical protein"
"1260","firmicutes","FIG00676665","Metal-dependent phosphohydrolase"
"1261","firmicutes","FIG00668787","Phage-like element PBSX protein xkdT"
"1262","firmicutes","FIG00527956","FIG00527957: hypothetical protein"
"1263","firmicutes","FIG00132758","Beta-galactosidase large subunit (EC 3.2.1.23)"
"1264","firmicutes","FIG01884923","FIG00516503: hypothetical protein"
"1265","firmicutes","FIG00744454","FIG00744455: hypothetical protein"
"1266","firmicutes","FIG01930506","Uncharacterized protein, homolog of YCGL B.subtilis"
"1267","firmicutes","FIG00629510","Response regulator receiver:Transcriptional regulatory protein-like"
"1268","firmicutes","FIG01959000","Aspartate dehydrogenase homolog"
"1269","firmicutes","FIG01619642","LacX protein"
"1270","firmicutes","FIG01304376","Sodium/glutamate symport protein"
"1271","firmicutes","FIG01177076","cation antiporter"
"1272","firmicutes","FIG00633081","FIG00633083: hypothetical protein"
"1273","firmicutes","FIG01197637","FIG01197638: hypothetical protein"
"1274","firmicutes","FIG00132548","Thiol peroxidase, Bcp-type (EC 1.11.1.15)"
"1275","firmicutes","FIG01032262","FIG01032263: hypothetical protein"
"1276","firmicutes","FIG01032265","FIG01032266: hypothetical protein"
"1277","firmicutes","FIG01032266","FIG01032267: hypothetical protein"
"1278","firmicutes","FIG00646947","FIG00646948: hypothetical protein"
"1279","firmicutes","FIG00000704","PTS system, cellobiose-specific IIB component (EC 2.7.1.69)"
"1280","firmicutes","FIG01289528","oligopeptide ABC transporter, permease protein"
"1281","firmicutes","FIG00513073","FIG00513074: hypothetical protein"
"1282","firmicutes","FIG01617365","FIG01020250: hypothetical protein"
"1283","firmicutes","FIG00516837","FIG00516839: hypothetical protein"
"1284","firmicutes","FIG01489040","exodeoxyribonuclease-like protein"
"1285","firmicutes","FIG01310754","PIN domain protein"
"1286","firmicutes","FIG01280248","FIG01280259: hypothetical protein"
"1287","firmicutes","FIG01730035",NA
"1288","firmicutes","FIG00522987","FIG00522995: hypothetical protein"
"1289","firmicutes","FIG01020377","FIG01020378: hypothetical protein"
"1290","firmicutes","FIG01020378","FIG01020379: hypothetical protein"
"1291","firmicutes","FIG01769319","amino acid ABC transporter, amino acid-binding/permease protein"
"1292","firmicutes","FIG01811592","Uncharacterized protein COG3236"
"1293","firmicutes","FIG00002912","Phage tail length tape-measure protein 1"
"1294","firmicutes","FIG00645220",NA
"1295","firmicutes","FIG00544037","two-component system, response regulator"
"1296","firmicutes","FIG01318398",NA
"1297","firmicutes","FIG00732180","regulatory protein, LacI:Periplasmic binding protein/LacI transcriptional regulator"
"1298","firmicutes","FIG01580940","LysR-type transcriptional regulator"
"1299","firmicutes","FIG01363442","FIG01363442: possible membrane protein"
"1300","firmicutes","FIG01304517","COG0523: Putative GTPases (G3E family)"
"1301","firmicutes","FIG00433311","MmgE/PrpD family protein"
"1302","firmicutes","FIG01020179","FIG01020180: hypothetical protein"
"1303","firmicutes","FIG01020170","sporulation protein"
"1304","firmicutes","FIG01031727","FIG01031728: hypothetical protein"
"1305","firmicutes","FIG01031726","FIG01031727: hypothetical protein"
"1306","firmicutes","FIG01031722","FIG01031723: hypothetical protein"
"1307","firmicutes","FIG00137400","UPF0301 protein YqgE"
"1308","firmicutes","FIG01167064","FIG01167065: hypothetical protein"
"1309","firmicutes","FIG00647119","FIG00647120: hypothetical protein"
"1310","firmicutes","FIG00532392","FIG00645333: hypothetical protein"
"1311","firmicutes","FIG00001219","Preprotein translocase subunit SecE (TC 3.A.5.1.1)"
"1312","firmicutes","FIG00515661","FIG00515662: hypothetical protein"
"1313","firmicutes","FIG01549094","TfoX N-terminal domain family protein"
"1314","firmicutes","FIG01032064","FIG01032066: hypothetical protein"
"1315","firmicutes","FIG00662021","secreted protein"
"1316","firmicutes","FIG01305804","Phage baseplate"
"1317","firmicutes","FIG00628507","endo-1,4-beta-glucanase"
"1318","firmicutes","FIG00517003","FIG00517004: hypothetical protein"
"1319","firmicutes","FIG00000902","Molybdopterin-guanine dinucleotide biosynthesis protein MobA"
"1320","firmicutes","FIG00646872","FIG00646873: hypothetical protein"
"1321","firmicutes","FIG00646875","FIG00646876: hypothetical protein"
"1322","firmicutes","FIG01031971","FIG01031973: hypothetical protein"
"1323","firmicutes","FIG01031973","FIG01031975: hypothetical protein"
"1324","firmicutes","FIG01561169","FIG00273054: hypothetical protein"
"1325","firmicutes","FIG01955919","Thioredoxin reductase (EC 1.8.1.9)"
"1326","firmicutes","FIG01032610","FIG01032611: hypothetical protein"
"1327","firmicutes","FIG01326638","FIG00403759: hypothetical protein"
"1328","firmicutes","FIG01310832","acetyltransferase (GNAT) family protein"
"1329","firmicutes","FIG01032155","FIG01032160: hypothetical protein"
"1330","firmicutes","FIG00000788","tRNA:Cm32/Um32 methyltransferase"
"1331","firmicutes","FIG00071133","Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)"
"1332","firmicutes","FIG00630527","FIG00630528: hypothetical protein"
"1333","firmicutes","FIG01326578","Phage infection protein"
"1334","firmicutes","FIG00744311","FIG00744316: hypothetical protein"
"1335","firmicutes","FIG00013096","Streptococcal cell surface hemoprotein receptor Shr"
"1336","firmicutes","FIG00669301","FIG00669302: hypothetical protein"
"1337","firmicutes","FIG01475058","Huntington interacting protein HYPE"
"1338","firmicutes","FIG01309362","FIG00406100: hypothetical protein"
"1339","firmicutes","FIG00617473","FIG00617474: hypothetical protein"
"1340","firmicutes","FIG00068973","Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) / Hydrolase (HAD superfamily), YqeK"
"1341","firmicutes","FIG01373937","Superfamily II DNA or RNA helicase"
"1342","firmicutes","FIG00527413","FIG00527415: hypothetical protein"
"1343","firmicutes","FIG01272192","Sulfate transport system permease protein CysW"
"1344","firmicutes","FIG01312208","Serine protease (EC 3.4.21.-)"
"1345","firmicutes","FIG00753603","FIG00753608: hypothetical protein"
"1346","firmicutes","FIG01032580","FIG01032582: hypothetical protein"
"1347","firmicutes","FIG01032692","FIG01032694: hypothetical protein"
"1348","firmicutes","FIG01032699","FIG01032700: hypothetical protein"
"1349","firmicutes","FIG00072072","Cro-like repressor, superantigen-encoding pathogenicity islands SaPI"
"1350","firmicutes","FIG00521281","FIG00521285: hypothetical protein"
"1351","firmicutes","FIG01197480","outer membrane chaperone Skp (OmpH)"
"1352","firmicutes","FIG01032346","FIG01032347: hypothetical protein"
"1353","firmicutes","FIG01032347","FIG01032348: hypothetical protein"
"1354","firmicutes","FIG01032342","FIG01032343: hypothetical protein"
"1355","firmicutes","FIG01570936","probable endonuclease"
"1356","firmicutes","FIG00645350","FIG00645351: hypothetical protein"
"1357","firmicutes","FIG00645359","FIG00645363: hypothetical protein"
"1358","firmicutes","FIG00647194","FIG00647195: hypothetical protein"
"1359","firmicutes","FIG00647196","FIG00647197: hypothetical protein"
"1360","firmicutes","FIG00647193","FIG00647194: hypothetical protein"
"1361","firmicutes","FIG00028163","Protein gp47, recombination-related [Bacteriophage A118]"
"1362","firmicutes","FIG01032528","FIG00263398: hypothetical protein"
"1363","firmicutes","FIG00031731","CRISPR-associated RAMP protein, Csm4 family"
"1364","firmicutes","FIG00011408","Sigma-fimbriae chaperone protein"
"1365","firmicutes","FIG01020234","FIG01020235: hypothetical protein"
"1366","firmicutes","FIG01545023","DNA topoisomerase I( EC:5.99.1.2 )"
"1367","firmicutes","FIG01197399","FIG01197400: hypothetical protein"
"1368","firmicutes","FIG01366084","protein of unknown function DUF1312"
"1369","firmicutes","FIG00520412","FIG00520414: hypothetical protein"
"1370","firmicutes","FIG00086697","Beta-1,3-glucosyltransferase"
"1371","firmicutes","FIG01344725","Phage-like element PBSX protein xkdP"
"1372","firmicutes","FIG00669757","phage major tail tube protein"
"1373","firmicutes","FIG01032062","FIG00524870: hypothetical protein"
"1374","firmicutes","FIG01032060","FIG01032062: hypothetical protein"
"1375","firmicutes","FIG00514046","FIG00514048: hypothetical protein"
"1376","firmicutes","FIG01020036","FIG01020038: hypothetical protein"
"1377","firmicutes","FIG00647018","FIG00647019: hypothetical protein"
"1378","firmicutes","FIG00529190","FIG00529197: hypothetical protein"
"1379","firmicutes","FIG01228401","hypothetical phage related protein"
"1380","firmicutes","FIG00522677","FIG00522678: hypothetical protein"
"1381","firmicutes","FIG00987157","FIG00987160: hypothetical protein"
"1382","firmicutes","FIG01344243","FIG00425976: hypothetical protein"
"1383","firmicutes","FIG00515050","FIG00515051: hypothetical protein"
"1384","firmicutes","FIG01440638","Iron-dependent repressor"
"1385","firmicutes","FIG01019999","FIG01020002: hypothetical protein"
"1386","firmicutes","FIG01817617","transposase IS200-family protein"
"1387","firmicutes","FIG00645199","FIG00645200: hypothetical protein"
"1388","firmicutes","FIG00011856","FIG011856: hypothetical protein"
"1389","firmicutes","FIG00645197","FIG00645199: hypothetical protein"
"1390","firmicutes","FIG01031830","FIG01031831: hypothetical protein"
"1391","firmicutes","FIG01118215","Relaxase"
"1392","firmicutes","FIG01031837","FIG01031838: hypothetical protein"
"1393","firmicutes","FIG00617541","FIG00617543: hypothetical protein"
"1394","firmicutes","FIG00523808","FIG00523809: hypothetical protein"
"1395","firmicutes","FIG00498216","glycosyl transferase group 1"
"1396","firmicutes","FIG01482495","Possible plasmid transfer factor, TraK"
"1397","firmicutes","FIG00521429","FIG00521432: hypothetical protein"
"1398","firmicutes","FIG01304045","C-terminal domain of CinA type S; Protein Implicated in DNA repair function with RecA and MutS"
"1399","firmicutes","FIG01032611","FIG01032613: hypothetical protein"
"1400","firmicutes","FIG00746328","FIG00746332: hypothetical protein"
"1401","firmicutes","FIG00672959","Two component sensor histidine kinase"
"1402","firmicutes","FIG01672957","putative murein endopeptidase"
"1403","firmicutes","FIG00670557","Cysteine permease"
"1404","firmicutes","FIG00533164","FIG00533167: hypothetical protein"
"1405","firmicutes","FIG01032557",NA
"1406","firmicutes","FIG00672563","FIG00672565: hypothetical protein"
