"","phylum","cutoff","termset","term","gene","description","effectsize"
"348","actinobacteria","weak","level2","Di- and oligosaccharides","FIG00090765","Lactose and galactose permease, GPH translocator family",0.11078279758295
"349","actinobacteria","weak","level2","Di- and oligosaccharides","FIG00020533","Sucrose permease, major facilitator superfamily",0.0714014228453733
"350","actinobacteria","weak","level2","Di- and oligosaccharides","FIG00001011","Beta-glucoside bgl operon antiterminator, BglG family",0.0625939943446255
"351","actinobacteria","weak","level2","Di- and oligosaccharides","FIG00003530","Sucrose operon repressor ScrR, LacI family",0.0574440959717785
"352","actinobacteria","weak","level2","Monosaccharides","FIG01356109","Arabinose-proton symporter",1.56661631575082
"353","actinobacteria","weak","level2","Monosaccharides","FIG00001813","Gluconate utilization system Gnt-I transcriptional repressor",1.27760283421972
"354","actinobacteria","weak","level2","Monosaccharides","FIG01322883","rhamnogalacturonan acetylesterase",0.7689844471416
"355","actinobacteria","weak","level2","Monosaccharides","FIG00106273","D-xylose proton-symporter XylE",0.516912677236848
"356","actinobacteria","weak","level2","Monosaccharides","FIG00135459","2-ketogluconate utilization repressor PtxS",0.395903116514777
"357","actinobacteria","weak","level2","Monosaccharides","FIG00534821","Tagatose-1-phosphate kinase TagK",0.251877076558809
"358","actinobacteria","weak","level2","Monosaccharides","FIG00004789","Glucitol operon activator protein",0.232742601055008
"359","actinobacteria","weak","level2","Monosaccharides","FIG00139819","Predicted L-arabinose ABC transport system, periplasmic arabinose-binding protein",0.232277953549747
"360","actinobacteria","weak","level2","Monosaccharides","FIG00002890","Arabinose operon regulatory protein",0.207426957718631
"361","actinobacteria","weak","level2","Monosaccharides","FIG00013923","Xylanase",0.177244314728535
"362","actinobacteria","weak","level2","Monosaccharides","FIG00004715","PTS system, glucitol/sorbitol-specific IIA component (EC 2.7.1.69)",0.167875296348218
"363","actinobacteria","weak","level2","Monosaccharides","FIG01328912","dehydrogenase clustered with L-fuconate utilization genes",0.158754731741138
"364","actinobacteria","weak","level2","Monosaccharides","FIG00139215","Hypothetical glycoside hydrolase, family 43, similar to arabinosidase",0.157720341808063
"365","actinobacteria","weak","level2","Monosaccharides","FIG00229360","Tagatose-6-phosphate kinase (EC 2.7.1.144)",0.153560897112947
"366","actinobacteria","weak","level2","Monosaccharides","FIG00145126","D-xylose proton-symporter XylT",0.152338327682474
"367","actinobacteria","weak","level2","Monosaccharides","FIG00001331","PTS system, galactitol-specific IIA component (EC 2.7.1.69)",0.137618306735266
"368","actinobacteria","weak","level2","Monosaccharides","FIG00001457","PTS system, galactitol-specific IIB component (EC 2.7.1.69)",0.121420378581147
"369","actinobacteria","weak","level2","Monosaccharides","FIG00003484","Lactaldehyde reductase (EC 1.1.1.77)",0.102932596983129
"370","actinobacteria","weak","level2","Monosaccharides","FIG01320952","Glycerate kinase (EC 2.7.1.31)",0.0731127332580481
"371","actinobacteria","weak","level2","Monosaccharides","FIG00037240","Alpha-N-arabinofuranosidase 2 (EC 3.2.1.55)",0.0532289594065784
"372","actinobacteria","weak","level3","Beta-Glucoside_Metabolism","FIG01257822","PTS system, diacetylchitobiose-specific IIB component (EC 2.7.1.69)",0.676512490694482
"373","actinobacteria","weak","level3","Beta-Glucoside_Metabolism","FIG00062548","Predicted beta-glucoside-regulated ABC transport system, permease component 1, COG1175",0.174433012482925
"374","actinobacteria","weak","level3","Beta-Glucoside_Metabolism","FIG00066026","Predicted beta-glucoside-regulated ABC transport system, sugar binding component, COG1653",0.157305632219457
"375","actinobacteria","weak","level3","Beta-Glucoside_Metabolism","FIG00001904","Outer surface protein of unknown function, cellobiose operon",0.136666876255259
"376","actinobacteria","weak","level3","Beta-Glucoside_Metabolism","FIG00001011","Beta-glucoside bgl operon antiterminator, BglG family",0.0625939943446255
"377","actinobacteria","weak","level3","D-Tagatose_and_Galactitol_Utilization","FIG00534821","Tagatose-1-phosphate kinase TagK",0.251877076558809
"378","actinobacteria","weak","level3","D-Tagatose_and_Galactitol_Utilization","FIG00229360","Tagatose-6-phosphate kinase (EC 2.7.1.144)",0.153560897112947
"379","actinobacteria","weak","level3","D-Tagatose_and_Galactitol_Utilization","FIG00001331","PTS system, galactitol-specific IIA component (EC 2.7.1.69)",0.137618306735266
"380","actinobacteria","weak","level3","D-Tagatose_and_Galactitol_Utilization","FIG00001457","PTS system, galactitol-specific IIB component (EC 2.7.1.69)",0.121420378581147
"381","actinobacteria","weak","level3","ECF_class_transporters","FIG00153929","Duplicated ATPase component of energizing module of predicted pyridoxine-related ECF transporter",0.255930486440818
"382","actinobacteria","weak","level3","ECF_class_transporters","FIG00423993","Transmembrane component of energizing module of predicted pyridoxine-related ECF transporter",0.255930486440818
"383","actinobacteria","weak","level3","ECF_class_transporters","FIG00058189","Substrate-specific component PdxU2 of predicted pyridoxin-related ECF transporter",0.255788275427001
"384","actinobacteria","weak","level3","ECF_class_transporters","FIG01296685","ATPase component STY3232 of energizing module of queuosine-regulated ECF transporter",0.107737357324546
"385","actinobacteria","weak","level3","ECF_class_transporters","FIG00077188","Substrate-specific component TrpP of tryptophan ECF transporter",0.105054689441321
"386","actinobacteria","weak","level3","ECF_class_transporters","FIG00009156","Substrate-specific component RibU of riboflavin ECF transporter",0.0831974381779492
"387","actinobacteria","weak","level3","ECF_class_transporters","FIG01298199","Transmembrane component STY3231 of energizing module of queuosine-regulated ECF transporter",0.0594305628102488
"388","actinobacteria","weak","level3","ECF_class_transporters","FIG00010442","Transmembrane component BL0694 of energizing module of predicted ECF transporter",0.0522224151895474
"389","actinobacteria","weak","level3","ECF_class_transporters","FIG00032753","Transmembrane component YkoC of energizing module of thiamin-regulated ECF transporter for HydroxyMethylPyrimidine",0.0321942837252722
"390","actinobacteria","weak","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00135232","Galactose permease",0.753313131978141
"391","actinobacteria","weak","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00002891","Lactose phosphotransferase system repressor",0.446403504061411
"392","actinobacteria","weak","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00002321","Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)",0.273977672777117
"393","actinobacteria","weak","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00002376","Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)",0.273977672777117
"394","actinobacteria","weak","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00005378","Transcriptional repressor of the lac operon",0.22727997452958
"395","actinobacteria","weak","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00003655","PTS system, lactose-specific IIA component (EC 2.7.1.69)",0.216932923713642
"396","actinobacteria","weak","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00003507","6-phospho-beta-galactosidase (EC 3.2.1.85)",0.169641019215394
"397","actinobacteria","weak","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00229360","Tagatose-6-phosphate kinase (EC 2.7.1.144)",0.153560897112947
"398","actinobacteria","weak","level3","Lactose_and_Galactose_Uptake_and_Utilization","FIG00090765","Lactose and galactose permease, GPH translocator family",0.11078279758295
"399","actinobacteria","weak","level3","Phage_capsid_proteins","FIG00037500","Phage minor capsid protein",0.108197134365229
"400","actinobacteria","weak","level3","Phage_capsid_proteins","FIG01304444","Phage capsid and scaffold",0.0805967481526026
"401","actinobacteria","weak","level3","Phage_capsid_proteins","FIG00016372","Phage major capsid protein",0.0318766763919869
"402","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00047529","Sensor protein PhoQ (EC 2.7.13.3)",4.84722124186922
"403","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00244482","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.58)",4.5499915204266
"404","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00139513","Protein of unknown function DUF1009 clustered with KDO2-Lipid A biosynthesis genes",4.37861526891351
"405","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00019387","UDP-6-deoxy-AltdiNAc hydrolase (PseG, third step of pseudaminic acid biosynthesis)",4.37861526891351
"406","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00138801","Beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-)",3.00483571265935
"407","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00024470","Capsular polysaccharide synthesis enzyme Cap5J",2.89492666728857
"408","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG01955918","Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)",2.74598347658534
"409","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00036220","Xanthan biosynthesis glycosyltransferase GumI",2.69043348129829
"410","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00034704","UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase WaaW (EC 2.4.1.-)",2.55299348187809
"411","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00004927","Colanic acid biosynthesis glycosyl transferase WcaA",2.49174605207182
"412","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00017986","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)",2.45734657704268
"413","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00004620","N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)",2.24916275956812
"414","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00010713","Fe(2+)/alpha-ketoglutarate-dependent dioxygenase LpxO",1.81706194865087
"415","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG01961365","poly(beta-D-mannuronate) lyase (EC 4.2.2.3)",1.65514369964289
"416","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG01955933","Capsular polysaccharide synthesis enzyme Cap8L",1.47901924840394
"417","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00137522","Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)",1.15997739242499
"418","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG01280122","Capsular polysaccharide synthesis enzyme Cap5F",1.15600556553778
"419","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00013416","Choline kinase (EC 2.7.1.32)",0.93407968197047
"420","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00007212","GDP-mannose 6-dehydrogenase (EC 1.1.1.132)",0.84584582506735
"421","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00038055","Lipopolysaccharide core biosynthesis protein RfaS",0.787530781688762
"422","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00405688","Teichuronic acid biosynthesis protein TuaE, putative secreted polysaccharide polymerase",0.779033637006525
"423","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG01955844","CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)",0.774605737310346
"424","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00050391","Choline permease LicB",0.756591149385995
"425","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00000620","Phosphoheptose isomerase (EC 5.3.1.-)",0.692801239631444
"426","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00139262","Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)",0.658296679492526
"427","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00129722","dTDP-rhamnosyl transferase RfbF (EC 2.-.-.-)",0.586745764578345
"428","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00009038","D,D-heptose 7-phosphate kinase",0.523819518720844
"429","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00001235","D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase (EC 3.1.1.-)",0.495338273144695
"430","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00001834","N-acetylmannosaminyltransferase (EC 2.4.1.187)",0.446037662946144
"431","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00002463","Alpha-D-GlcNAc alpha-1,2-L-rhamnosyltransferase (EC 2.4.1.-)",0.436713410703964
"432","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00134889","Glutamine synthetase type I (EC 6.3.1.2)",0.424240545360338
"433","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00002386","Sialic acid-induced transmembrane protein YjhT(NanM), possible mutarotase",0.394962817951768
"434","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00015833","Oligosaccharide repeat unit polymerase Wzy",0.390336963223941
"435","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00003212","D-glycero-D-manno-heptose 1-phosphate guanosyltransferase",0.38613110724179
"436","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00003580","Lipopolysaccharide cholinephosphotransferase LicD1 (EC 2.7.8.-)",0.373160099045736
"437","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00139739","Lipopolysaccharide biosynthesis protein WzxC",0.341098352695428
"438","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00076542","N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)",0.323616486335781
"439","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00016555","O-antigen flippase Wzx",0.299171184841189
"440","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00132976","Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)",0.295579882349146
"441","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00086697","Beta-1,3-glucosyltransferase",0.295113995821176
"442","bacteroidetes","strong","level1","Cell Wall and Capsule","FIG00106349","Putative N-acetylgalactosaminyl-diphosphoundecaprenol glucuronosyltransferase",0.260194563750177
"443","bacteroidetes","strong","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00132874","Integron integrase IntIPac",1.87395944775935
"444","bacteroidetes","strong","level1","Phages, Prophages, Transposable elements, Plasmids","FIG01655027","Conjugative transposon protein TraG",1.72513550108427
"445","bacteroidetes","strong","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00001719","Co-activator of prophage gene expression IbrB",1.35750724661684
"446","bacteroidetes","strong","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00001798","Co-activator of prophage gene expression IbrA",1.28174924357933
"447","bacteroidetes","strong","level1","Phages, Prophages, Transposable elements, Plasmids","FIG01603001","Conjugative transposon protein TraC",1.04860547622877
"448","bacteroidetes","strong","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00052443","Conjugative transposon protein TraL",0.896050217053857
"449","bacteroidetes","strong","level1","Phages, Prophages, Transposable elements, Plasmids","FIG01233775","Phage terminase, large subunit [SA bacteriophages 11, Mu50B]",0.86567931095862
"450","bacteroidetes","strong","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00051060","Conjugative transposon protein TraH",0.803174606204356
"451","bacteroidetes","strong","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00009044","Thiol-activated cytolysin",0.742708058057339
"452","bacteroidetes","strong","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00002410","Recombinational DNA repair protein RecT (prophage associated)",0.734155458827327
"453","bacteroidetes","strong","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00072244","Conjugative transposon protein TraD",0.336786292247075
"454","bacteroidetes","strong","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00055244","Conjugative transposon protein TraO",0.292349121154277
"455","bacteroidetes","strong","level2","ATP synthases","FIG00002560","V-type ATP synthase subunit C (EC 3.6.3.14)",1.28708790575601
"456","bacteroidetes","strong","level2","ATP synthases","FIG00067562","V-type ATP synthase subunit E (EC 3.6.3.14)",0.771858973296456
"457","bacteroidetes","strong","level2","ATP synthases","FIG00003998","V-type ATP synthase subunit K (EC 3.6.3.14)",0.594011036138658
"458","bacteroidetes","strong","level2","ATP synthases","FIG00140555","V-type ATP synthase subunit I (EC 3.6.3.14)",0.593244434716778
"459","bacteroidetes","strong","level2","ATP synthases","FIG00002460","V-type ATP synthase subunit D (EC 3.6.3.14)",0.581519684705941
"460","bacteroidetes","strong","level2","ATP synthases","FIG00000262","ATP synthase delta chain (EC 3.6.3.14)",0.380594041417523
"461","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00019387","UDP-6-deoxy-AltdiNAc hydrolase (PseG, third step of pseudaminic acid biosynthesis)",4.37861526891351
"462","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00138801","Beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-)",3.00483571265935
"463","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00024470","Capsular polysaccharide synthesis enzyme Cap5J",2.89492666728857
"464","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00036220","Xanthan biosynthesis glycosyltransferase GumI",2.69043348129829
"465","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00004927","Colanic acid biosynthesis glycosyl transferase WcaA",2.49174605207182
"466","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG01961365","poly(beta-D-mannuronate) lyase (EC 4.2.2.3)",1.65514369964289
"467","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG01955933","Capsular polysaccharide synthesis enzyme Cap8L",1.47901924840394
"468","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG01280122","Capsular polysaccharide synthesis enzyme Cap5F",1.15600556553778
"469","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00013416","Choline kinase (EC 2.7.1.32)",0.93407968197047
"470","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00007212","GDP-mannose 6-dehydrogenase (EC 1.1.1.132)",0.84584582506735
"471","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00050391","Choline permease LicB",0.756591149385995
"472","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00000620","Phosphoheptose isomerase (EC 5.3.1.-)",0.692801239631444
"473","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00129722","dTDP-rhamnosyl transferase RfbF (EC 2.-.-.-)",0.586745764578345
"474","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00009038","D,D-heptose 7-phosphate kinase",0.523819518720844
"475","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00001235","D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase (EC 3.1.1.-)",0.495338273144695
"476","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00002463","Alpha-D-GlcNAc alpha-1,2-L-rhamnosyltransferase (EC 2.4.1.-)",0.436713410703964
"477","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00002386","Sialic acid-induced transmembrane protein YjhT(NanM), possible mutarotase",0.394962817951768
"478","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00003212","D-glycero-D-manno-heptose 1-phosphate guanosyltransferase",0.38613110724179
"479","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00003580","Lipopolysaccharide cholinephosphotransferase LicD1 (EC 2.7.8.-)",0.373160099045736
"480","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00139739","Lipopolysaccharide biosynthesis protein WzxC",0.341098352695428
"481","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00076542","N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)",0.323616486335781
"482","bacteroidetes","strong","level2","Capsular and extracellular polysacchrides","FIG00132976","Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)",0.295579882349146
"483","bacteroidetes","strong","level2","Gram-Negative cell wall components","FIG00047529","Sensor protein PhoQ (EC 2.7.13.3)",4.84722124186922
"484","bacteroidetes","strong","level2","Gram-Negative cell wall components","FIG00244482","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.58)",4.5499915204266
"485","bacteroidetes","strong","level2","Gram-Negative cell wall components","FIG00139513","Protein of unknown function DUF1009 clustered with KDO2-Lipid A biosynthesis genes",4.37861526891351
"486","bacteroidetes","strong","level2","Gram-Negative cell wall components","FIG01955918","Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)",2.74598347658534
"487","bacteroidetes","strong","level2","Gram-Negative cell wall components","FIG00034704","UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase WaaW (EC 2.4.1.-)",2.55299348187809
"488","bacteroidetes","strong","level2","Gram-Negative cell wall components","FIG00017986","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)",2.45734657704268
"489","bacteroidetes","strong","level2","Gram-Negative cell wall components","FIG00010713","Fe(2+)/alpha-ketoglutarate-dependent dioxygenase LpxO",1.81706194865087
"490","bacteroidetes","strong","level2","Gram-Negative cell wall components","FIG00038055","Lipopolysaccharide core biosynthesis protein RfaS",0.787530781688762
"491","bacteroidetes","strong","level2","Gram-Negative cell wall components","FIG00000620","Phosphoheptose isomerase (EC 5.3.1.-)",0.692801239631444
"492","bacteroidetes","strong","level2","Gram-Negative cell wall components","FIG00001235","D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase (EC 3.1.1.-)",0.495338273144695
"493","bacteroidetes","strong","level2","Gram-Negative cell wall components","FIG00015833","Oligosaccharide repeat unit polymerase Wzy",0.390336963223941
"494","bacteroidetes","strong","level2","Gram-Negative cell wall components","FIG00016555","O-antigen flippase Wzx",0.299171184841189
"495","bacteroidetes","strong","level2","Gram-Negative cell wall components","FIG00086697","Beta-1,3-glucosyltransferase",0.295113995821176
"496","bacteroidetes","strong","level2","Gram-Positive cell wall components","FIG00405688","Teichuronic acid biosynthesis protein TuaE, putative secreted polysaccharide polymerase",0.779033637006525
"497","bacteroidetes","strong","level2","Gram-Positive cell wall components","FIG01955844","CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)",0.774605737310346
"498","bacteroidetes","strong","level2","Gram-Positive cell wall components","FIG00139262","Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)",0.658296679492526
"499","bacteroidetes","strong","level2","Gram-Positive cell wall components","FIG00001834","N-acetylmannosaminyltransferase (EC 2.4.1.187)",0.446037662946144
"500","bacteroidetes","strong","level2","Gram-Positive cell wall components","FIG00106349","Putative N-acetylgalactosaminyl-diphosphoundecaprenol glucuronosyltransferase",0.260194563750177
"501","bacteroidetes","strong","level2","Phages, Prophages","FIG00001719","Co-activator of prophage gene expression IbrB",1.35750724661684
"502","bacteroidetes","strong","level2","Phages, Prophages","FIG00001798","Co-activator of prophage gene expression IbrA",1.28174924357933
"503","bacteroidetes","strong","level2","Phages, Prophages","FIG01233775","Phage terminase, large subunit [SA bacteriophages 11, Mu50B]",0.86567931095862
"504","bacteroidetes","strong","level2","Phages, Prophages","FIG00002410","Recombinational DNA repair protein RecT (prophage associated)",0.734155458827327
"505","bacteroidetes","strong","level2","Sugar Phosphotransferase Systems, PTS","FIG00000809","Phosphocarrier protein of PTS system",2.24916275956812
"506","bacteroidetes","strong","level2","Sugar Phosphotransferase Systems, PTS","FIG00028694","Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)",0.998248934532138
"507","bacteroidetes","strong","level3","LOS_core_oligosaccharide_biosynthesis","FIG00244482","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.58)",4.5499915204266
"508","bacteroidetes","strong","level3","LOS_core_oligosaccharide_biosynthesis","FIG01955918","Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)",2.74598347658534
"509","bacteroidetes","strong","level3","LOS_core_oligosaccharide_biosynthesis","FIG00034704","UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase WaaW (EC 2.4.1.-)",2.55299348187809
"510","bacteroidetes","strong","level3","LOS_core_oligosaccharide_biosynthesis","FIG00017986","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)",2.45734657704268
"511","bacteroidetes","strong","level3","LOS_core_oligosaccharide_biosynthesis","FIG00038055","Lipopolysaccharide core biosynthesis protein RfaS",0.787530781688762
"512","bacteroidetes","strong","level3","LOS_core_oligosaccharide_biosynthesis","FIG00000620","Phosphoheptose isomerase (EC 5.3.1.-)",0.692801239631444
"513","bacteroidetes","strong","level3","LOS_core_oligosaccharide_biosynthesis","FIG00001235","D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase (EC 3.1.1.-)",0.495338273144695
"514","bacteroidetes","strong","level3","LOS_core_oligosaccharide_biosynthesis","FIG00086697","Beta-1,3-glucosyltransferase",0.295113995821176
"515","bacteroidetes","strong","level3","V-Type_ATP_synthase","FIG00002560","V-type ATP synthase subunit C (EC 3.6.3.14)",1.28708790575601
"516","bacteroidetes","strong","level3","V-Type_ATP_synthase","FIG00067562","V-type ATP synthase subunit E (EC 3.6.3.14)",0.771858973296456
"517","bacteroidetes","strong","level3","V-Type_ATP_synthase","FIG00003998","V-type ATP synthase subunit K (EC 3.6.3.14)",0.594011036138658
"518","bacteroidetes","strong","level3","V-Type_ATP_synthase","FIG00140555","V-type ATP synthase subunit I (EC 3.6.3.14)",0.593244434716778
"519","bacteroidetes","strong","level3","V-Type_ATP_synthase","FIG00002460","V-type ATP synthase subunit D (EC 3.6.3.14)",0.581519684705941
"520","bacteroidetes","med","level1","Cell Wall and Capsule","FIG00047529","Sensor protein PhoQ (EC 2.7.13.3)",4.84722124186922
"521","bacteroidetes","med","level1","Cell Wall and Capsule","FIG00244482","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.58)",4.5499915204266
"522","bacteroidetes","med","level1","Cell Wall and Capsule","FIG00139513","Protein of unknown function DUF1009 clustered with KDO2-Lipid A biosynthesis genes",4.37861526891351
"523","bacteroidetes","med","level1","Cell Wall and Capsule","FIG00019387","UDP-6-deoxy-AltdiNAc hydrolase (PseG, third step of pseudaminic acid biosynthesis)",4.37861526891351
"524","bacteroidetes","med","level1","Cell Wall and Capsule","FIG00138801","Beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-)",3.00483571265935
"525","bacteroidetes","med","level1","Cell Wall and Capsule","FIG00024470","Capsular polysaccharide synthesis enzyme Cap5J",2.89492666728857
"526","bacteroidetes","med","level1","Cell Wall and Capsule","FIG01955918","Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)",2.74598347658534
"527","bacteroidetes","med","level1","Cell Wall and Capsule","FIG00036220","Xanthan biosynthesis glycosyltransferase GumI",2.69043348129829
"528","bacteroidetes","med","level1","Cell Wall and Capsule","FIG00034704","UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase WaaW (EC 2.4.1.-)",2.55299348187809
"529","bacteroidetes","med","level1","Cell Wall and Capsule","FIG00004927","Colanic acid biosynthesis glycosyl transferase WcaA",2.49174605207182
"530","bacteroidetes","med","level1","Cell Wall and Capsule","FIG00017986","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)",2.45734657704268
"531","bacteroidetes","med","level1","Cell Wall and Capsule","FIG00004620","N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)",2.24916275956812
"532","bacteroidetes","med","level1","Cell Wall and Capsule","FIG00010713","Fe(2+)/alpha-ketoglutarate-dependent dioxygenase LpxO",1.81706194865087
"533","bacteroidetes","med","level1","Cell Wall and Capsule","FIG01961365","poly(beta-D-mannuronate) lyase (EC 4.2.2.3)",1.65514369964289
"534","bacteroidetes","med","level1","Cell Wall and Capsule","FIG01955933","Capsular polysaccharide synthesis enzyme Cap8L",1.47901924840394
"535","bacteroidetes","med","level1","Cell Wall and Capsule","FIG00119516","Putative teichuronic acid biosynthesis glycosyl transferase TuaC",1.28509827734267
