"","phylum","cutoff","termset","term","gene","description","effectsize"
"668","bacteroidetes","strong","level3","LOS_core_oligosaccharide_biosynthesis","FIG00038055","Lipopolysaccharide core biosynthesis protein RfaS",0.787530781688762
"669","bacteroidetes","strong","level3","LOS_core_oligosaccharide_biosynthesis","FIG00000620","Phosphoheptose isomerase (EC 5.3.1.-)",0.692801239631444
"670","bacteroidetes","strong","level3","LOS_core_oligosaccharide_biosynthesis","FIG00034704","UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase WaaW (EC 2.4.1.-)",2.55299348187809
"671","bacteroidetes","strong","level3","LOS_core_oligosaccharide_biosynthesis","FIG00244482","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.58)",4.5499915204266
"672","bacteroidetes","strong","level3","LOS_core_oligosaccharide_biosynthesis","FIG00017986","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)",2.45734657704268
"673","bacteroidetes","strong","level3","V-Type_ATP_synthase","FIG00002560","V-type ATP synthase subunit C (EC 3.6.3.14)",1.28708790575601
"674","bacteroidetes","strong","level3","V-Type_ATP_synthase","FIG00002460","V-type ATP synthase subunit D (EC 3.6.3.14)",0.581519684705941
"675","bacteroidetes","strong","level3","V-Type_ATP_synthase","FIG00067562","V-type ATP synthase subunit E (EC 3.6.3.14)",0.771858973296456
"676","bacteroidetes","strong","level3","V-Type_ATP_synthase","FIG00140555","V-type ATP synthase subunit I (EC 3.6.3.14)",0.593244434716778
"677","bacteroidetes","strong","level3","V-Type_ATP_synthase","FIG00003998","V-type ATP synthase subunit K (EC 3.6.3.14)",0.594011036138658
"678","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00000821","Adenylylsulfate kinase (EC 2.7.1.25)",0.206566139436244
"679","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00001052","ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)",0.46601135143231
"680","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00002463","Alpha-D-GlcNAc alpha-1,2-L-rhamnosyltransferase (EC 2.4.1.-)",0.436713410703964
"681","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00086697","Beta-1,3-glucosyltransferase",0.295113995821176
"682","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00138801","Beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-)",3.00483571265935
"683","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG01280122","Capsular polysaccharide synthesis enzyme Cap5F",1.15600556553778
"684","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00024470","Capsular polysaccharide synthesis enzyme Cap5J",2.89492666728857
"685","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG01955933","Capsular polysaccharide synthesis enzyme Cap8L",1.47901924840394
"686","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG01955844","CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)",0.774605737310346
"687","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00013416","Choline kinase (EC 2.7.1.32)",0.93407968197047
"688","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00050391","Choline permease LicB",0.756591149385995
"689","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00004927","Colanic acid biosynthesis glycosyl transferase WcaA",2.49174605207182
"690","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00025611","Colanic acid biosynthesis glycosyl transferase WcaE",0.247927364083498
"691","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00009038","D,D-heptose 7-phosphate kinase",0.523819518720844
"692","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00001235","D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase (EC 3.1.1.-)",0.495338273144695
"693","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00003212","D-glycero-D-manno-heptose 1-phosphate guanosyltransferase",0.38613110724179
"694","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00129722","dTDP-rhamnosyl transferase RfbF (EC 2.-.-.-)",0.586745764578345
"695","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00010713","Fe(2+)/alpha-ketoglutarate-dependent dioxygenase LpxO",1.81706194865087
"696","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00007212","GDP-mannose 6-dehydrogenase (EC 1.1.1.132)",0.84584582506735
"697","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00137522","Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)",1.15997739242499
"698","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00132976","Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)",0.295579882349146
"699","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00134889","Glutamine synthetase type I (EC 6.3.1.2)",0.424240545360338
"700","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00040843","Hexuronate transporter",0.215567455153456
"701","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG01955918","Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)",2.74598347658534
"702","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00139739","Lipopolysaccharide biosynthesis protein WzxC",0.341098352695428
"703","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00003580","Lipopolysaccharide cholinephosphotransferase LicD1 (EC 2.7.8.-)",0.373160099045736
"704","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00038055","Lipopolysaccharide core biosynthesis protein RfaS",0.787530781688762
"705","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00004620","N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)",2.24916275956812
"706","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00076542","N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)",0.323616486335781
"707","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00001834","N-acetylmannosaminyltransferase (EC 2.4.1.187)",0.446037662946144
"708","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00016555","O-antigen flippase Wzx",0.299171184841189
"709","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00015833","Oligosaccharide repeat unit polymerase Wzy",0.390336963223941
"710","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00007854","Phosphoethanolamine transferase specific for the outer Kdo residue of lipopolysaccharide",1.12011137358285
"711","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00009682","Phosphoglucosamine mutase (EC 5.4.2.10)",0.525677077005037
"712","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00000620","Phosphoheptose isomerase (EC 5.3.1.-)",0.692801239631444
"713","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG01961365","poly(beta-D-mannuronate) lyase (EC 4.2.2.3)",1.65514369964289
"714","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00139262","Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)",0.658296679492526
"715","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00139513","Protein of unknown function DUF1009 clustered with KDO2-Lipid A biosynthesis genes",4.37861526891351
"716","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00011380","putative glycosyltransferase - possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide",0.17907036959078
"717","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00106349","Putative N-acetylgalactosaminyl-diphosphoundecaprenol glucuronosyltransferase",0.260194563750177
"718","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00119516","Putative teichuronic acid biosynthesis glycosyl transferase TuaC",1.28509827734267
"719","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00047529","Sensor protein PhoQ (EC 2.7.13.3)",4.84722124186922
"720","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00002386","Sialic acid-induced transmembrane protein YjhT(NanM), possible mutarotase",0.394962817951768
"721","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00405688","Teichuronic acid biosynthesis protein TuaE, putative secreted polysaccharide polymerase",0.779033637006525
"722","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00046703","UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.-)",0.213059366854097
"723","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00019387","UDP-6-deoxy-AltdiNAc hydrolase (PseG, third step of pseudaminic acid biosynthesis)",4.37861526891351
"724","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00003472","UDP-galactopyranose mutase (EC 5.4.99.9)",0.197760006765039
"725","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00034704","UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase WaaW (EC 2.4.1.-)",2.55299348187809
"726","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00244482","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.58)",4.5499915204266
"727","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00017986","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)",2.45734657704268
"728","bacteroidetes","weak","level1","Cell Wall and Capsule","FIG00036220","Xanthan biosynthesis glycosyltransferase GumI",2.69043348129829
"729","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00001798","Co-activator of prophage gene expression IbrA",1.28174924357933
"730","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00001719","Co-activator of prophage gene expression IbrB",1.35750724661684
"731","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00081441","Conjugative transposon protein TraA",0.240720404681192
"732","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00085334","Conjugative transposon protein TraB",0.263436155422835
"733","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG01603001","Conjugative transposon protein TraC",1.04860547622877
"734","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00072244","Conjugative transposon protein TraD",0.336786292247075
"735","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00037161","Conjugative transposon protein TraE",0.210689585848502
"736","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG01655027","Conjugative transposon protein TraG",1.72513550108427
"737","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00051060","Conjugative transposon protein TraH",0.803174606204356
"738","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00052443","Conjugative transposon protein TraL",0.896050217053857
"739","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00055244","Conjugative transposon protein TraO",0.292349121154277
"740","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00034988","Conjugative transposon protein TraQ",0.248329387658215
"741","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00132874","Integron integrase IntIPac",1.87395944775935
"742","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG01233775","Phage terminase, large subunit [SA bacteriophages 11, Mu50B]",0.86567931095862
"743","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00002410","Recombinational DNA repair protein RecT (prophage associated)",0.734155458827327
"744","bacteroidetes","weak","level1","Phages, Prophages, Transposable elements, Plasmids","FIG00009044","Thiol-activated cytolysin",0.742708058057339
"745","bacteroidetes","weak","level2","Gram-Positive cell wall components","FIG01955844","CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (EC 2.7.8.12)",0.774605737310346
"746","bacteroidetes","weak","level2","Gram-Positive cell wall components","FIG00001834","N-acetylmannosaminyltransferase (EC 2.4.1.187)",0.446037662946144
"747","bacteroidetes","weak","level2","Gram-Positive cell wall components","FIG00139262","Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)",0.658296679492526
"748","bacteroidetes","weak","level2","Gram-Positive cell wall components","FIG00106349","Putative N-acetylgalactosaminyl-diphosphoundecaprenol glucuronosyltransferase",0.260194563750177
"749","bacteroidetes","weak","level2","Gram-Positive cell wall components","FIG00119516","Putative teichuronic acid biosynthesis glycosyl transferase TuaC",1.28509827734267
"750","bacteroidetes","weak","level2","Gram-Positive cell wall components","FIG00405688","Teichuronic acid biosynthesis protein TuaE, putative secreted polysaccharide polymerase",0.779033637006525
"751","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00001052","ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)",0.46601135143231
"752","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00086697","Beta-1,3-glucosyltransferase",0.295113995821176
"753","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00001235","D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase (EC 3.1.1.-)",0.495338273144695
"754","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00010713","Fe(2+)/alpha-ketoglutarate-dependent dioxygenase LpxO",1.81706194865087
"755","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG01955918","Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)",2.74598347658534
"756","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00038055","Lipopolysaccharide core biosynthesis protein RfaS",0.787530781688762
"757","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00016555","O-antigen flippase Wzx",0.299171184841189
"758","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00015833","Oligosaccharide repeat unit polymerase Wzy",0.390336963223941
"759","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00007854","Phosphoethanolamine transferase specific for the outer Kdo residue of lipopolysaccharide",1.12011137358285
"760","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00000620","Phosphoheptose isomerase (EC 5.3.1.-)",0.692801239631444
"761","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00139513","Protein of unknown function DUF1009 clustered with KDO2-Lipid A biosynthesis genes",4.37861526891351
"762","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00047529","Sensor protein PhoQ (EC 2.7.13.3)",4.84722124186922
"763","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00046703","UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.-)",0.213059366854097
"764","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00003472","UDP-galactopyranose mutase (EC 5.4.99.9)",0.197760006765039
"765","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00034704","UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase WaaW (EC 2.4.1.-)",2.55299348187809
"766","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00244482","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.58)",4.5499915204266
"767","bacteroidetes","weak","level2","Gram-Negative cell wall components","FIG00017986","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)",2.45734657704268
"768","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00000821","Adenylylsulfate kinase (EC 2.7.1.25)",0.206566139436244
"769","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00002463","Alpha-D-GlcNAc alpha-1,2-L-rhamnosyltransferase (EC 2.4.1.-)",0.436713410703964
"770","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00138801","Beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-)",3.00483571265935
"771","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG01280122","Capsular polysaccharide synthesis enzyme Cap5F",1.15600556553778
"772","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00024470","Capsular polysaccharide synthesis enzyme Cap5J",2.89492666728857
"773","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG01955933","Capsular polysaccharide synthesis enzyme Cap8L",1.47901924840394
"774","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00013416","Choline kinase (EC 2.7.1.32)",0.93407968197047
"775","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00050391","Choline permease LicB",0.756591149385995
"776","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00004927","Colanic acid biosynthesis glycosyl transferase WcaA",2.49174605207182
"777","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00025611","Colanic acid biosynthesis glycosyl transferase WcaE",0.247927364083498
"778","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00009038","D,D-heptose 7-phosphate kinase",0.523819518720844
"779","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00001235","D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase (EC 3.1.1.-)",0.495338273144695
"780","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00003212","D-glycero-D-manno-heptose 1-phosphate guanosyltransferase",0.38613110724179
"781","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00129722","dTDP-rhamnosyl transferase RfbF (EC 2.-.-.-)",0.586745764578345
"782","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00007212","GDP-mannose 6-dehydrogenase (EC 1.1.1.132)",0.84584582506735
"783","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00132976","Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)",0.295579882349146
"784","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00040843","Hexuronate transporter",0.215567455153456
"785","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00139739","Lipopolysaccharide biosynthesis protein WzxC",0.341098352695428
"786","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00003580","Lipopolysaccharide cholinephosphotransferase LicD1 (EC 2.7.8.-)",0.373160099045736
"787","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00076542","N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)",0.323616486335781
"788","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00009682","Phosphoglucosamine mutase (EC 5.4.2.10)",0.525677077005037
"789","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00000620","Phosphoheptose isomerase (EC 5.3.1.-)",0.692801239631444
"790","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG01961365","poly(beta-D-mannuronate) lyase (EC 4.2.2.3)",1.65514369964289
"791","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00011380","putative glycosyltransferase - possibly involved in cell wall localization and side chain formation of rhamnose-glucose polysaccharide",0.17907036959078
"792","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00002386","Sialic acid-induced transmembrane protein YjhT(NanM), possible mutarotase",0.394962817951768
"793","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00019387","UDP-6-deoxy-AltdiNAc hydrolase (PseG, third step of pseudaminic acid biosynthesis)",4.37861526891351
"794","bacteroidetes","weak","level2","Capsular and extracellular polysacchrides","FIG00036220","Xanthan biosynthesis glycosyltransferase GumI",2.69043348129829
"795","bacteroidetes","weak","level2","Phages, Prophages","FIG00001798","Co-activator of prophage gene expression IbrA",1.28174924357933
"796","bacteroidetes","weak","level2","Phages, Prophages","FIG00001719","Co-activator of prophage gene expression IbrB",1.35750724661684
"797","bacteroidetes","weak","level2","Phages, Prophages","FIG01233775","Phage terminase, large subunit [SA bacteriophages 11, Mu50B]",0.86567931095862
"798","bacteroidetes","weak","level2","Phages, Prophages","FIG00002410","Recombinational DNA repair protein RecT (prophage associated)",0.734155458827327
"799","bacteroidetes","weak","level2","Transposable elements","FIG00081441","Conjugative transposon protein TraA",0.240720404681192
"800","bacteroidetes","weak","level2","Transposable elements","FIG00085334","Conjugative transposon protein TraB",0.263436155422835
"801","bacteroidetes","weak","level2","Transposable elements","FIG01603001","Conjugative transposon protein TraC",1.04860547622877
"802","bacteroidetes","weak","level2","Transposable elements","FIG00072244","Conjugative transposon protein TraD",0.336786292247075
"803","bacteroidetes","weak","level2","Transposable elements","FIG00037161","Conjugative transposon protein TraE",0.210689585848502
"804","bacteroidetes","weak","level2","Transposable elements","FIG01655027","Conjugative transposon protein TraG",1.72513550108427
"805","bacteroidetes","weak","level2","Transposable elements","FIG00051060","Conjugative transposon protein TraH",0.803174606204356
"806","bacteroidetes","weak","level2","Transposable elements","FIG00052443","Conjugative transposon protein TraL",0.896050217053857
"807","bacteroidetes","weak","level2","Transposable elements","FIG00055244","Conjugative transposon protein TraO",0.292349121154277
"808","bacteroidetes","weak","level2","Transposable elements","FIG00034988","Conjugative transposon protein TraQ",0.248329387658215
"809","bacteroidetes","weak","level2","ATP synthases","FIG00000262","ATP synthase delta chain (EC 3.6.3.14)",0.380594041417523
"810","bacteroidetes","weak","level2","ATP synthases","FIG00000249","ATP synthase epsilon chain (EC 3.6.3.14)",0.282322517078202
"811","bacteroidetes","weak","level2","ATP synthases","FIG00001902","V-type ATP synthase subunit A (EC 3.6.3.14)",0.366404076048759
"812","bacteroidetes","weak","level2","ATP synthases","FIG00134167","V-type ATP synthase subunit B (EC 3.6.3.14)",0.402642193665649
"813","bacteroidetes","weak","level2","ATP synthases","FIG00002560","V-type ATP synthase subunit C (EC 3.6.3.14)",1.28708790575601
"814","bacteroidetes","weak","level2","ATP synthases","FIG00002460","V-type ATP synthase subunit D (EC 3.6.3.14)",0.581519684705941
"815","bacteroidetes","weak","level2","ATP synthases","FIG00067562","V-type ATP synthase subunit E (EC 3.6.3.14)",0.771858973296456
"816","bacteroidetes","weak","level2","ATP synthases","FIG00140555","V-type ATP synthase subunit I (EC 3.6.3.14)",0.593244434716778
"817","bacteroidetes","weak","level2","ATP synthases","FIG00003998","V-type ATP synthase subunit K (EC 3.6.3.14)",0.594011036138658
"818","bacteroidetes","weak","level2","Sodium Ion-Coupled Energetics","FIG00048268","Membrane protein associated with methylmalonyl-CoA decarboxylase",0.460203701299605
"819","bacteroidetes","weak","level2","Sodium Ion-Coupled Energetics","FIG00001618","Oxaloacetate decarboxylase alpha chain (EC 4.1.1.3)",1.13436403500678
"820","bacteroidetes","weak","level2","Sodium Ion-Coupled Energetics","FIG00001675","Oxaloacetate decarboxylase beta chain (EC 4.1.1.3)",0.990580001418091
"821","bacteroidetes","weak","level2","Sodium Ion-Coupled Energetics","FIG00002389","Oxaloacetate decarboxylase gamma chain (EC 4.1.1.3)",1.84721243164835
"822","bacteroidetes","weak","level2","Sugar Phosphotransferase Systems, PTS","FIG00000809","Phosphocarrier protein of PTS system",2.24916275956812
"823","bacteroidetes","weak","level2","Sugar Phosphotransferase Systems, PTS","FIG00028694","Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)",0.998248934532138
"824","bacteroidetes","weak","level3","LOS_core_oligosaccharide_biosynthesis","FIG00001052","ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)",0.46601135143231
"825","bacteroidetes","weak","level3","LOS_core_oligosaccharide_biosynthesis","FIG00086697","Beta-1,3-glucosyltransferase",0.295113995821176
"826","bacteroidetes","weak","level3","LOS_core_oligosaccharide_biosynthesis","FIG00001235","D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase (EC 3.1.1.-)",0.495338273144695
"827","bacteroidetes","weak","level3","LOS_core_oligosaccharide_biosynthesis","FIG01955918","Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)",2.74598347658534
"828","bacteroidetes","weak","level3","LOS_core_oligosaccharide_biosynthesis","FIG00038055","Lipopolysaccharide core biosynthesis protein RfaS",0.787530781688762
"829","bacteroidetes","weak","level3","LOS_core_oligosaccharide_biosynthesis","FIG00000620","Phosphoheptose isomerase (EC 5.3.1.-)",0.692801239631444
"830","bacteroidetes","weak","level3","LOS_core_oligosaccharide_biosynthesis","FIG00003472","UDP-galactopyranose mutase (EC 5.4.99.9)",0.197760006765039
"831","bacteroidetes","weak","level3","LOS_core_oligosaccharide_biosynthesis","FIG00034704","UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase WaaW (EC 2.4.1.-)",2.55299348187809
"832","bacteroidetes","weak","level3","LOS_core_oligosaccharide_biosynthesis","FIG00244482","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.58)",4.5499915204266
"833","bacteroidetes","weak","level3","LOS_core_oligosaccharide_biosynthesis","FIG00017986","UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)",2.45734657704268
"834","bacteroidetes","weak","level3","Conjugative_transposon,_Bacteroidales","FIG00081441","Conjugative transposon protein TraA",0.240720404681192
"835","bacteroidetes","weak","level3","Conjugative_transposon,_Bacteroidales","FIG00085334","Conjugative transposon protein TraB",0.263436155422835
"836","bacteroidetes","weak","level3","Conjugative_transposon,_Bacteroidales","FIG01603001","Conjugative transposon protein TraC",1.04860547622877
"837","bacteroidetes","weak","level3","Conjugative_transposon,_Bacteroidales","FIG00072244","Conjugative transposon protein TraD",0.336786292247075
"838","bacteroidetes","weak","level3","Conjugative_transposon,_Bacteroidales","FIG00037161","Conjugative transposon protein TraE",0.210689585848502
"839","bacteroidetes","weak","level3","Conjugative_transposon,_Bacteroidales","FIG01655027","Conjugative transposon protein TraG",1.72513550108427
"840","bacteroidetes","weak","level3","Conjugative_transposon,_Bacteroidales","FIG00051060","Conjugative transposon protein TraH",0.803174606204356
"841","bacteroidetes","weak","level3","Conjugative_transposon,_Bacteroidales","FIG00052443","Conjugative transposon protein TraL",0.896050217053857
"842","bacteroidetes","weak","level3","Conjugative_transposon,_Bacteroidales","FIG00055244","Conjugative transposon protein TraO",0.292349121154277
"843","bacteroidetes","weak","level3","Conjugative_transposon,_Bacteroidales","FIG00034988","Conjugative transposon protein TraQ",0.248329387658215
"844","bacteroidetes","weak","level3","V-Type_ATP_synthase","FIG00001902","V-type ATP synthase subunit A (EC 3.6.3.14)",0.366404076048759
"845","bacteroidetes","weak","level3","V-Type_ATP_synthase","FIG00134167","V-type ATP synthase subunit B (EC 3.6.3.14)",0.402642193665649
"846","bacteroidetes","weak","level3","V-Type_ATP_synthase","FIG00002560","V-type ATP synthase subunit C (EC 3.6.3.14)",1.28708790575601
"847","bacteroidetes","weak","level3","V-Type_ATP_synthase","FIG00002460","V-type ATP synthase subunit D (EC 3.6.3.14)",0.581519684705941
"848","bacteroidetes","weak","level3","V-Type_ATP_synthase","FIG00067562","V-type ATP synthase subunit E (EC 3.6.3.14)",0.771858973296456
"849","bacteroidetes","weak","level3","V-Type_ATP_synthase","FIG00140555","V-type ATP synthase subunit I (EC 3.6.3.14)",0.593244434716778
"850","bacteroidetes","weak","level3","V-Type_ATP_synthase","FIG00003998","V-type ATP synthase subunit K (EC 3.6.3.14)",0.594011036138658
"851","delta.epsilon.subdivisions","med","level1","Respiration","FIG01304195","ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA",0.0335254427246063
"852","delta.epsilon.subdivisions","med","level1","Respiration","FIG00023985","ABC transporter involved in cytochrome c biogenesis, CcmB subunit",0.0306843040864804
"853","delta.epsilon.subdivisions","med","level1","Respiration","FIG00023879","Anaerobic glycerol-3-phosphate dehydrogenase subunit B (EC 1.1.5.3)",0.0696297644488233
"854","delta.epsilon.subdivisions","med","level1","Respiration","FIG00139050","Anaerobic glycerol-3-phosphate dehydrogenase subunit C (EC 1.1.5.3)",0.132837465854406
